ID,PlayerName,Rating,Club,Nation,NationTop,Card,League,LeagueTop,SkillMoves,WeakFoot,StrongFoot,Position,WorkRateAtk,WorkRateDef,HeightCm,HeightIn,WeightKg,WeightLb,Popularity,IGS_base,IGS_total,Reputation,BodyType,DOB,DateAdded,PAC,Acceleration,SprintSpeed,SHO,Positioning,Finishing,ShotPower,LongShots,Volleys,Penalties,PAS,Vision,Crossing,FKAccuracy,ShortPassing,LongPassing,Curve,DRI,Agility,Balance,Reactions,BallControl,Dribbling,Composure,DEF,Interceptions,HeadingAccuracy,DefAwareness,StandingTackle,SlidingTackle,PHY,Jumping,Stamina,Strength,Aggression,GK_DIVING,GK_Diving,GK_HANDLING,GK_Handling,GK_KICKING,GK_Kicking,GK_REFLEXES,GK_Reflexes,GK_SPEED,GK_Acceleration,GK_SprintSpeed,GK_POSITIONING,GK_Positioning,isGK,PlayerURL
906,Koen Casteels,84,VfL Wolfsburg,Belgium,Other,fut23 gold rare,GER 1,GER 1,1,2,Left,GK,M,M,197,78,86,190,27,460,926,3,High&Average,1992-06-25,2022-09-15,84,44,46,82,15,15,59,18,13,20,79,42,15,13,35,37,20,86,50,43,80,23,14,40,45,16,14,11,19,17,84,58,44,72,33,84.0,84.0,82.0,82.0,79.0,79.0,86.0,86.0,45.0,44.0,46.0,84.0,84.0,True,https://www.futbin.com/23/player/26418
934,Emiliano Martínez,84,Aston Villa,Argentina,Argentina,fut23 gold rare,ENG 1,ENG 1,1,4,Right,GK,M,M,195,77,88,194,190,476,1099,3,High&Stocky,1992-09-02,2022-09-18,85,59,57,83,12,16,62,16,13,42,82,66,22,20,50,59,22,85,49,49,80,35,13,60,58,13,26,11,20,20,83,60,40,70,37,85.0,85.0,83.0,83.0,82.0,82.0,85.0,85.0,58.0,59.0,57.0,83.0,83.0,True,https://www.futbin.com/23/player/26767
943,Samir Handanovic,84,Inter,Slovenia,Other,fut23 gold rare,ITA 1,ITA 1,1,3,Right,GK,M,M,193,76,92,203,24,443,929,3,Unique,1984-07-14,2022-09-18,80,41,47,80,12,10,49,19,12,23,65,41,12,14,42,40,20,85,44,36,79,21,18,64,43,22,10,25,10,13,90,75,36,69,25,80.0,80.0,80.0,80.0,65.0,65.0,85.0,85.0,43.0,41.0,47.0,90.0,90.0,True,https://www.futbin.com/23/player/26776
982,David Soria,84,Getafe CF,Spain,Spain,fut23 if gold rare,ESP 1,ESP 1,1,3,Right,GK,M,M,192,76,85,187,-24,458,941,1,High&Average+,1993-04-04,2022-10-19,85,51,36,84,12,19,55,18,19,23,76,45,15,11,24,33,23,85,49,42,80,19,16,58,45,18,24,22,13,13,83,61,43,75,24,85.0,85.0,84.0,84.0,76.0,76.0,85.0,85.0,45.0,51.0,36.0,83.0,83.0,True,https://www.futbin.com/23/player/48614
989,Odisseas Vlachodimos,84,SL Benfica,Greece,Other,fut23 if gold rare,POR 1,OTHER,1,3,Right,GK,M,M,190,75,81,179,95,456,929,1,High&Average+,1994-04-26,2022-10-26,87,45,47,82,14,12,50,16,14,18,71,46,15,13,27,24,17,87,67,38,82,23,13,56,46,23,13,17,14,12,83,74,39,68,32,87.0,87.0,82.0,82.0,71.0,71.0,87.0,87.0,46.0,45.0,47.0,83.0,83.0,True,https://www.futbin.com/23/player/48671
1017,Gregor Kobel,84,Switzerland,Switzerland,Other,fut23 wc playergold rare,WC,OTHER,1,3,Right,GK,M,M,195,77,88,194,-2,454,914,1,High&Average,1997-12-06,2022-11-11,85,39,52,81,10,10,56,10,10,12,75,59,13,12,39,33,13,89,37,29,81,34,24,66,44,14,13,15,15,15,80,68,30,81,24,85.0,85.0,81.0,81.0,75.0,75.0,89.0,89.0,44.0,39.0,52.0,80.0,80.0,True,https://www.futbin.com/23/player/48901
1021,Yassine Bounou,84,Morocco,Morocco,Other,fut23 wc playergold rare,WC,OTHER,1,2,Left,GK,M,M,192,76,78,172,67,447,908,1,High&Average+,1991-04-05,2022-11-11,84,37,34,81,10,14,57,19,13,24,76,62,15,19,39,44,12,86,47,29,80,12,20,57,36,12,14,20,18,15,84,48,43,69,25,84.0,84.0,81.0,81.0,76.0,76.0,86.0,86.0,36.0,37.0,34.0,84.0,84.0,True,https://www.futbin.com/23/player/48905
1028,Unai Simón,84,Spain,Spain,Spain,fut23 wc playergold rare,WC,OTHER,1,3,Right,GK,M,M,190,75,89,196,0,463,951,3,High&Average,1997-06-11,2022-11-11,83,49,51,80,14,14,58,13,17,24,78,48,16,14,41,37,20,86,37,47,77,16,12,46,50,26,18,11,18,12,86,66,44,76,29,83.0,83.0,80.0,80.0,78.0,78.0,86.0,86.0,50.0,49.0,51.0,86.0,86.0,True,https://www.futbin.com/23/player/48912
1040,Kasper Schmeichel,84,Denmark,Denmark,Other,fut23 wc playergold rare,WC,OTHER,1,3,Right,GK,M,M,189,74,89,196,-3,456,1003,2,High&Stocky,1986-11-05,2022-11-11,82,43,50,79,13,12,59,14,15,26,80,59,18,15,40,49,13,87,60,47,82,40,12,67,46,20,16,14,14,13,82,60,34,63,35,82.0,82.0,79.0,79.0,80.0,80.0,87.0,87.0,46.0,43.0,50.0,82.0,82.0,True,https://www.futbin.com/23/player/48924
1048,Weverton,84,Brazil,Brazil,Brazil,fut23 wc playergold rare,WC,OTHER,1,3,Right,GK,M,M,186,73,84,185,60,448,926,1,High&Average,1987-12-13,2022-11-11,82,43,23,80,16,17,58,13,14,17,77,32,13,13,49,45,20,89,38,49,81,19,16,57,35,26,14,14,14,14,85,71,45,73,22,82.0,82.0,80.0,80.0,77.0,77.0,89.0,89.0,35.0,43.0,23.0,85.0,85.0,True,https://www.futbin.com/23/player/48932
1058,Emiliano Martínez,84,Argentina,Argentina,Argentina,fut23 wc playergold rare,WC,OTHER,1,4,Right,GK,M,M,195,77,88,194,-4,476,1099,3,High&Stocky,1992-09-02,2022-11-11,85,59,57,83,12,16,62,16,13,42,82,66,22,20,50,59,22,85,49,49,80,35,13,60,58,13,26,11,20,20,83,60,40,70,37,85.0,85.0,83.0,83.0,82.0,82.0,85.0,85.0,58.0,59.0,57.0,83.0,83.0,True,https://www.futbin.com/23/player/48942
1077,Koen Casteels,84,Belgium,Belgium,Other,fut23 wc playergold rare,WC,OTHER,1,2,Left,GK,M,M,197,78,86,190,0,460,926,3,High&Average,1992-06-25,2022-11-11,84,44,46,82,15,15,59,18,13,20,79,42,15,13,35,37,20,86,50,43,80,23,14,40,45,16,14,11,19,17,84,58,44,72,33,84.0,84.0,82.0,82.0,79.0,79.0,86.0,86.0,45.0,44.0,46.0,84.0,84.0,True,https://www.futbin.com/23/player/48961
1087,Gerónimo Rulli,84,Villarreal CF,Argentina,Argentina,fut23 if gold rare,ESP 1,ESP 1,1,3,Right,GK,M,M,189,74,84,185,49,474,996,3,High&Average,1992-05-20,2022-11-16,84,58,54,82,12,15,60,17,16,24,83,62,12,20,36,30,19,85,58,50,79,15,14,61,56,21,12,15,13,17,84,65,42,73,26,84.0,84.0,82.0,82.0,83.0,83.0,85.0,85.0,56.0,58.0,54.0,84.0,84.0,True,https://www.futbin.com/23/player/50154
1099,Unai Simón,83,Athletic Club,Spain,Spain,fut23 gold rare,ESP 1,ESP 1,1,3,Right,GK,M,M,190,75,89,196,61,457,949,3,High&Average,1997-06-11,2022-09-14,82,48,50,79,14,14,58,13,17,24,77,48,16,14,41,37,20,85,37,47,77,16,12,46,49,26,18,11,18,12,85,66,44,76,29,82.0,82.0,79.0,79.0,77.0,77.0,85.0,85.0,49.0,48.0,50.0,85.0,85.0,True,https://www.futbin.com/23/player/26388
1110,Kasper Schmeichel,83,OGC Nice,Denmark,Other,fut23 gold rare,FRA 1,FRA 1,1,3,Right,GK,M,M,189,74,89,196,21,450,1001,2,High&Stocky,1986-11-05,2022-09-16,81,42,49,78,13,12,59,14,15,26,79,59,18,15,40,49,13,86,60,47,82,40,12,67,45,20,16,14,14,13,81,60,34,63,35,81.0,81.0,78.0,78.0,79.0,79.0,86.0,86.0,45.0,42.0,49.0,81.0,81.0,True,https://www.futbin.com/23/player/26578
1132,Oliver Baumann,83,TSG Hoffenheim,Germany,Germany,fut23 gold rare,GER 1,GER 1,1,1,Right,GK,M,M,187,74,82,181,39,456,912,2,High&Average,1990-06-02,2022-09-18,83,47,51,82,10,11,59,13,11,22,79,41,14,11,30,25,12,84,45,43,82,17,19,52,49,21,16,15,18,14,79,73,39,69,32,83.0,83.0,82.0,82.0,79.0,79.0,84.0,84.0,49.0,47.0,51.0,79.0,79.0,True,https://www.futbin.com/23/player/26796
1135,Gregor Kobel,83,Dortmund,Switzerland,Other,fut23 gold rare,GER 1,GER 1,1,3,Right,GK,M,M,195,77,88,194,148,448,912,1,High&Average,1997-12-06,2022-09-18,84,38,51,80,10,10,56,10,10,12,74,59,13,12,39,33,13,88,37,29,81,34,24,66,43,14,13,15,15,15,79,68,30,81,24,84.0,84.0,80.0,80.0,74.0,74.0,88.0,88.0,43.0,38.0,51.0,79.0,79.0,True,https://www.futbin.com/23/player/26799
1137,Lukáš Hrádecký,83,Leverkusen,Finland,Other,fut23 gold rare,GER 1,GER 1,1,3,Right,GK,M,M,192,76,83,183,36,439,844,3,High&Average,1989-11-24,2022-09-18,84,38,44,77,9,11,52,14,9,20,69,53,11,15,30,33,11,87,43,39,83,20,10,48,40,18,11,10,10,13,82,69,34,55,31,84.0,84.0,77.0,77.0,69.0,69.0,87.0,87.0,40.0,38.0,44.0,82.0,82.0,True,https://www.futbin.com/23/player/26801
1139,Jeremías Ledesma,83,Cádiz CF,Argentina,Argentina,fut23 if gold rare,ESP 1,ESP 1,1,2,Right,GK,M,M,186,73,83,183,110,459,922,1,High&Stocky,1993-02-13,2022-09-21,85,52,45,82,15,16,54,22,19,25,75,38,18,18,35,28,20,86,40,50,74,13,17,42,49,22,17,15,15,14,82,68,40,65,25,85.0,85.0,82.0,82.0,75.0,75.0,86.0,86.0,49.0,52.0,45.0,82.0,82.0,True,https://www.futbin.com/23/player/27788
1164,Anthony Lopes,83,Portugal,Portugal,Portugal,fut23 wc playergold rare,WC,OTHER,1,2,Left,GK,M,M,184,72,81,179,0,468,1045,2,Average,1990-10-01,2022-11-11,85,64,65,79,9,18,53,18,13,16,72,48,19,14,32,31,15,87,67,62,82,21,15,65,64,25,16,13,15,13,81,82,36,73,45,85.0,85.0,79.0,79.0,72.0,72.0,87.0,87.0,64.0,64.0,65.0,81.0,81.0,True,https://www.futbin.com/23/player/48967
1168,Rui Patrício,83,Portugal,Portugal,Portugal,fut23 wc playergold rare,WC,OTHER,1,2,Left,GK,M,M,190,75,84,185,5,463,1034,3,High&Average,1988-02-15,2022-11-11,83,54,58,81,13,12,58,11,16,32,78,64,12,16,34,32,10,84,61,54,76,25,20,66,56,23,11,14,13,11,81,79,45,77,37,83.0,83.0,81.0,81.0,78.0,78.0,84.0,84.0,56.0,54.0,58.0,81.0,81.0,True,https://www.futbin.com/23/player/48971
1173,Aaron Ramsdale,83,England,England,England,fut23 wc playergold rare,WC,OTHER,1,3,Right,GK,M,M,191,75,77,170,-3,461,1056,1,High&Average+,1998-05-14,2022-11-11,84,48,51,78,18,14,64,15,16,25,86,64,15,16,54,54,17,85,53,49,80,35,18,65,49,24,15,20,16,15,79,66,35,59,35,84.0,84.0,78.0,78.0,86.0,86.0,85.0,85.0,49.0,48.0,51.0,79.0,79.0,True,https://www.futbin.com/23/player/48976
1180,Gerónimo Rulli,83,Argentina,Argentina,Argentina,fut23 wc playergold rare,WC,OTHER,1,3,Right,GK,M,M,189,74,84,185,3,465,994,3,High&Average,1992-05-20,2022-11-11,83,57,53,80,12,15,60,17,16,24,81,62,12,20,36,30,19,84,58,50,79,15,14,61,55,21,12,15,13,17,82,65,42,73,26,83.0,83.0,80.0,80.0,81.0,81.0,84.0,84.0,55.0,57.0,53.0,82.0,82.0,True,https://www.futbin.com/23/player/48983
1194,Jordan Pickford,83,England,England,England,fut23 wc playergold rare,WC,OTHER,1,4,Left,GK,M,M,185,73,77,170,4,472,1155,3,High&Average,1994-03-07,2022-11-11,85,57,45,78,18,19,65,13,20,45,88,69,17,16,58,60,18,88,57,55,75,40,14,65,52,24,15,21,20,12,81,77,45,70,45,85.0,85.0,78.0,78.0,88.0,88.0,88.0,88.0,52.0,57.0,45.0,81.0,81.0,True,https://www.futbin.com/23/player/48997
1201,André Onana,83,Cameroon,Cameroon,Other,fut23 wc playergold rare,WC,OTHER,1,3,Right,GK,M,M,190,75,93,205,-1,477,1124,3,High&Stocky,1996-04-02,2022-11-11,82,63,61,81,11,12,65,17,13,27,87,64,15,17,43,53,30,84,66,53,81,38,26,64,62,15,20,12,18,14,81,77,38,79,32,82.0,82.0,81.0,81.0,87.0,87.0,84.0,84.0,62.0,63.0,61.0,81.0,81.0,True,https://www.futbin.com/23/player/49004
1212,Aaron Ramsdale,82,Arsenal,England,England,fut23 gold rare,ENG 1,ENG 1,1,3,Right,GK,M,M,191,75,77,170,105,455,1054,1,High&Average+,1998-05-14,2022-09-13,83,47,50,77,18,14,64,15,16,25,85,64,15,16,54,54,17,84,53,49,80,35,18,65,48,24,15,20,16,15,78,66,35,59,35,83.0,83.0,77.0,77.0,85.0,85.0,84.0,84.0,48.0,47.0,50.0,78.0,78.0,True,https://www.futbin.com/23/player/26328
1237,Anthony Lopes,82,OL,Portugal,Portugal,fut23 gold rare,FRA 1,FRA 1,1,2,Left,GK,M,M,184,72,81,179,11,462,1043,2,Average,1990-10-01,2022-09-16,84,63,64,78,9,18,53,18,13,16,71,48,19,14,32,31,15,86,67,62,82,21,15,65,63,25,16,13,15,13,80,82,36,73,45,84.0,84.0,78.0,78.0,71.0,71.0,86.0,86.0,63.0,63.0,64.0,80.0,80.0,True,https://www.futbin.com/23/player/26581
1247,André Onana,82,Inter,Cameroon,Other,fut23 gold rare,ITA 1,ITA 1,1,3,Right,GK,M,M,190,75,93,205,64,471,1122,3,High&Stocky,1996-04-02,2022-09-18,81,62,60,80,11,12,65,17,13,27,86,64,15,17,43,53,30,83,66,53,81,38,26,64,61,15,20,12,18,14,80,77,38,79,32,81.0,81.0,80.0,80.0,86.0,86.0,83.0,83.0,61.0,62.0,60.0,80.0,80.0,True,https://www.futbin.com/23/player/26808
1249,Jordan Pickford,82,Everton,England,England,fut23 gold common,ENG 1,ENG 1,1,4,Left,GK,M,M,185,73,77,170,25,466,1153,3,High&Average,1994-03-07,2022-09-18,84,56,44,77,18,19,65,13,20,45,87,69,17,16,58,60,18,87,57,55,75,40,14,65,51,24,15,21,20,12,80,77,45,70,45,84.0,84.0,77.0,77.0,87.0,87.0,87.0,87.0,51.0,56.0,44.0,80.0,80.0,True,https://www.futbin.com/23/player/26810
1260,Gerónimo Rulli,82,Villarreal CF,Argentina,Argentina,fut23 gold rare,ESP 1,ESP 1,1,3,Right,GK,M,M,189,74,84,185,55,459,992,3,High&Average,1992-05-20,2022-09-18,82,56,52,79,12,15,60,17,16,24,80,62,12,20,36,30,19,83,58,50,79,15,14,61,54,21,12,15,13,17,81,65,42,73,26,82.0,82.0,79.0,79.0,80.0,80.0,83.0,83.0,54.0,56.0,52.0,81.0,81.0,True,https://www.futbin.com/23/player/26821
1265,Rui Patrício,82,Roma FC,Portugal,Portugal,fut23 gold rare,ITA 1,ITA 1,1,2,Left,GK,M,M,190,75,84,185,34,457,1032,3,High&Average,1988-02-15,2022-09-18,82,53,57,80,13,12,58,11,16,32,77,64,12,16,34,32,10,83,61,54,76,25,20,66,55,23,11,14,13,11,80,79,45,77,37,82.0,82.0,80.0,80.0,77.0,77.0,83.0,83.0,55.0,53.0,57.0,80.0,80.0,True,https://www.futbin.com/23/player/26826
1273,Álex Remiro,82,Real Sociedad,Spain,Spain,fut23 gold rare,ESP 1,ESP 1,1,4,Right,GK,M,M,192,76,79,174,36,449,944,1,High&Average+,1995-03-24,2022-09-18,83,40,46,76,11,13,59,11,15,24,79,35,12,17,36,29,14,84,69,40,76,26,19,55,42,20,13,14,17,18,85,66,42,73,34,83.0,83.0,76.0,76.0,79.0,79.0,84.0,84.0,42.0,40.0,46.0,85.0,85.0,True,https://www.futbin.com/23/player/26834
1274,Łukasz Fabiański,82,West Ham,Poland,Other,fut23 gold rare,ENG 1,ENG 1,1,2,Right,GK,M,M,190,75,83,183,30,449,923,2,High&Average,1985-04-18,2022-09-18,82,50,47,82,15,13,53,20,17,22,71,52,14,12,20,32,18,82,53,44,74,22,14,63,49,16,11,14,12,13,83,69,25,65,43,82.0,82.0,82.0,82.0,71.0,71.0,82.0,82.0,49.0,50.0,47.0,83.0,83.0,True,https://www.futbin.com/23/player/26835
1280,David Soria,82,Getafe CF,Spain,Spain,fut23 gold rare,ESP 1,ESP 1,1,3,Right,GK,M,M,192,76,85,187,23,443,937,1,High&Average+,1993-04-04,2022-09-18,82,49,34,81,12,19,55,18,19,23,73,45,15,11,24,33,23,83,49,42,80,19,16,58,43,18,24,22,13,13,81,61,43,75,24,82.0,82.0,81.0,81.0,73.0,73.0,83.0,83.0,43.0,49.0,34.0,81.0,81.0,True,https://www.futbin.com/23/player/26841
1302,Franco Armani,82,River Plate,Argentina,Argentina,fut23 if gold rare,LIB,OTHER,1,3,Right,GK,M,M,189,74,88,194,56,452,966,1,High&Stocky,1986-10-16,2022-10-12,82,45,49,78,17,11,52,17,18,20,73,54,18,16,35,29,15,88,37,39,77,37,16,53,47,21,19,15,13,19,84,65,35,81,43,82.0,82.0,78.0,78.0,73.0,73.0,88.0,88.0,47.0,45.0,49.0,84.0,84.0,True,https://www.futbin.com/23/player/48520
1307,Guglielmo Vicario,82,Empoli,Italy,Italy,fut23 if gold rare,ITA 1,ITA 1,1,1,Right,GK,M,M,188,74,76,168,34,444,734,1,High&Average+,1996-10-07,2022-10-19,83,32,33,82,8,6,56,5,7,13,80,64,11,10,27,27,14,84,33,33,64,14,12,55,32,15,11,23,11,13,83,49,18,53,17,83.0,83.0,82.0,82.0,80.0,80.0,84.0,84.0,32.0,32.0,33.0,83.0,83.0,True,https://www.futbin.com/23/player/48619
1312,Dean Henderson,82,Nott'm Forest,England,England,fut23 if gold rare,ENG 1,ENG 1,1,3,Right,GK,M,M,188,74,85,187,133,469,972,2,High&Average,1997-03-12,2022-10-26,83,58,59,82,8,9,58,6,5,16,81,55,14,10,45,48,13,85,61,56,77,35,13,60,58,11,13,15,14,14,80,68,32,64,35,83.0,83.0,82.0,82.0,81.0,81.0,85.0,85.0,58.0,58.0,59.0,80.0,80.0,True,https://www.futbin.com/23/player/48678
1324,Juan Musso,82,Argentina,Argentina,Argentina,fut23 wc playergold rare,WC,OTHER,1,3,Right,GK,M,M,191,75,93,205,0,451,890,1,High&Average,1994-05-06,2022-11-11,83,47,43,79,19,18,55,14,15,25,74,48,20,12,31,24,16,87,32,39,71,20,16,67,45,18,15,12,14,16,83,51,35,70,27,83.0,83.0,79.0,79.0,74.0,74.0,87.0,87.0,45.0,47.0,43.0,83.0,83.0,True,https://www.futbin.com/23/player/49012
1328,Nick Pope,82,England,England,England,fut23 wc playergold rare,WC,OTHER,1,3,Right,GK,M,M,199,78,76,168,-2,455,951,1,High&Average+,1992-04-19,2022-11-11,81,51,48,83,13,14,56,15,14,22,76,50,11,12,29,52,13,84,36,42,76,24,15,63,50,21,11,14,15,14,81,72,37,75,36,81.0,81.0,83.0,83.0,76.0,76.0,84.0,84.0,50.0,51.0,48.0,81.0,81.0,True,https://www.futbin.com/23/player/49016
1336,José Sá,82,Portugal,Portugal,Portugal,fut23 wc playergold rare,WC,OTHER,1,2,Right,GK,M,M,192,76,84,185,-3,454,988,1,High&Average,1993-01-17,2022-11-11,84,53,54,79,17,15,55,18,17,11,74,50,18,21,48,42,12,84,62,40,80,19,17,45,53,18,14,14,19,15,80,70,34,75,35,84.0,84.0,79.0,79.0,74.0,74.0,84.0,84.0,53.0,53.0,54.0,80.0,80.0,True,https://www.futbin.com/23/player/49024
1339,Alphonse Areola,82,France,France,France,fut23 wc playergold rare,WC,OTHER,1,3,Right,GK,M,M,195,77,94,207,5,462,1035,2,Unique,1993-02-27,2022-11-11,86,57,55,80,17,19,56,14,16,25,76,51,20,16,48,37,16,85,58,58,75,22,15,64,56,23,14,13,18,12,79,72,38,80,26,86.0,86.0,80.0,80.0,76.0,76.0,85.0,85.0,56.0,57.0,55.0,79.0,79.0,True,https://www.futbin.com/23/player/49027
1375,José Sá,81,Wolves,Portugal,Portugal,fut23 gold rare,ENG 1,ENG 1,1,2,Right,GK,M,M,192,76,84,185,38,448,986,1,High&Average,1993-01-17,2022-09-15,83,52,53,78,17,15,55,18,17,11,73,50,18,21,48,42,12,83,62,40,80,19,17,45,52,18,14,14,19,15,79,70,34,75,35,83.0,83.0,78.0,78.0,73.0,73.0,83.0,83.0,52.0,52.0,53.0,79.0,79.0,True,https://www.futbin.com/23/player/26482
1429,Adán,81,Sporting CP,Spain,Spain,fut23 gold common,POR 1,OTHER,1,3,Left,GK,M,M,190,75,94,207,7,457,985,2,High&Average,1987-05-13,2022-09-18,79,56,54,82,11,11,59,12,15,25,78,42,12,12,34,43,11,80,55,51,76,15,12,63,55,20,23,20,14,18,83,71,32,77,41,79.0,79.0,82.0,82.0,78.0,78.0,80.0,80.0,55.0,56.0,54.0,83.0,83.0,True,https://www.futbin.com/23/player/26882
1431,Alphonse Areola,81,West Ham,France,France,fut23 gold rare,ENG 1,ENG 1,1,3,Right,GK,M,M,195,77,94,207,169,456,1033,2,Unique,1993-02-27,2022-09-18,85,56,54,79,17,19,56,14,16,25,75,51,20,16,48,37,16,84,58,58,75,22,15,64,55,23,14,13,18,12,78,72,38,80,26,85.0,85.0,79.0,79.0,75.0,75.0,84.0,84.0,55.0,56.0,54.0,78.0,78.0,True,https://www.futbin.com/23/player/26884
1438,Neto,81,AFC Bournemouth,Brazil,Brazil,fut23 gold rare,ENG 1,ENG 1,1,2,Right,GK,M,M,190,75,84,185,42,449,992,2,High&Average+,1989-07-19,2022-09-18,82,56,52,78,11,15,58,20,12,22,77,42,11,13,36,41,12,80,59,49,77,24,19,64,54,15,14,17,14,15,78,83,40,61,40,82.0,82.0,78.0,78.0,77.0,77.0,80.0,80.0,54.0,56.0,52.0,78.0,78.0,True,https://www.futbin.com/23/player/26892
1439,Nick Pope,81,Newcastle Utd,England,England,fut23 gold rare,ENG 1,ENG 1,1,3,Right,GK,M,M,199,78,76,168,141,449,949,1,High&Average+,1992-04-19,2022-09-18,80,50,47,82,13,14,56,15,14,22,75,50,11,12,29,52,13,83,36,42,76,24,15,63,49,21,11,14,15,14,80,72,37,75,36,80.0,80.0,82.0,82.0,75.0,75.0,83.0,83.0,49.0,50.0,47.0,80.0,80.0,True,https://www.futbin.com/23/player/26893
1443,Juan Musso,81,Atalanta BC,Argentina,Argentina,fut23 gold rare,ITA 1,ITA 1,1,3,Right,GK,M,M,191,75,93,205,26,445,888,1,High&Average,1994-05-06,2022-09-18,82,46,42,78,19,18,55,14,15,25,73,48,20,12,31,24,16,86,32,39,71,20,16,67,44,18,15,12,14,16,82,51,35,70,27,82.0,82.0,78.0,78.0,73.0,73.0,86.0,86.0,44.0,46.0,42.0,82.0,82.0,True,https://www.futbin.com/23/player/26897
1446,Odisseas Vlachodimos,81,SL Benfica,Greece,Other,fut23 gold rare,POR 1,OTHER,1,3,Right,GK,M,M,190,75,81,179,27,434,923,1,High&Average+,1994-04-26,2022-09-18,84,42,44,78,14,12,50,16,14,18,67,46,15,13,27,24,17,84,67,38,82,23,13,56,43,23,13,17,14,12,78,74,39,68,32,84.0,84.0,78.0,78.0,67.0,67.0,84.0,84.0,43.0,42.0,44.0,78.0,78.0,True,https://www.futbin.com/23/player/26900
1455,Rafał Gikiewicz,81,FC Augsburg,Poland,Other,fut23 if gold rare,GER 1,GER 1,1,2,Right,GK,M,M,190,75,81,179,51,428,815,2,High&Average,1987-10-26,2022-09-21,83,31,33,79,12,13,48,13,15,19,69,48,18,12,24,20,19,85,38,40,77,19,18,31,32,12,39,13,14,13,80,66,20,68,22,83.0,83.0,79.0,79.0,69.0,69.0,85.0,85.0,32.0,31.0,33.0,80.0,80.0,True,https://www.futbin.com/23/player/37940
1457,Remko Pasveer,81,Ajax,Netherlands,Netherlands,fut23 if gold rare,NED 1,OTHER,1,4,Right,GK,M,M,187,74,88,194,97,465,976,1,High&Average,1983-11-08,2022-09-28,80,53,43,83,15,12,62,16,18,28,88,59,15,14,37,52,18,83,42,36,67,34,17,57,49,13,16,14,18,20,82,65,35,70,30,80.0,80.0,83.0,83.0,88.0,88.0,83.0,83.0,49.0,53.0,43.0,82.0,82.0,True,https://www.futbin.com/23/player/48417
1476,Illan Meslier,81,Leeds United,France,France,fut23 if gold rare,ENG 1,ENG 1,1,3,Left,GK,M,M,196,77,74,163,122,447,915,1,High&Average+,2000-03-02,2022-11-02,83,41,44,82,8,11,55,17,9,11,77,61,18,10,50,50,12,85,42,25,73,35,20,69,42,19,15,22,17,19,78,42,40,53,27,83.0,83.0,82.0,82.0,77.0,77.0,85.0,85.0,42.0,41.0,44.0,78.0,78.0,True,https://www.futbin.com/23/player/48729
1493,Ochoa,81,Mexico,Mexico,Other,fut23 wc playergold rare,WC,OTHER,1,3,Right,GK,M,M,185,73,78,172,432,446,937,1,Lean,1985-07-13,2022-11-11,83,51,51,74,16,12,53,11,16,16,71,50,15,17,37,37,14,85,57,43,70,20,10,60,51,23,19,21,10,12,82,79,38,60,19,83.0,83.0,74.0,74.0,71.0,71.0,85.0,85.0,51.0,51.0,51.0,82.0,82.0,True,https://www.futbin.com/23/player/49065
1496,Jonas Omlin,81,Switzerland,Switzerland,Other,fut23 wc playergold rare,WC,OTHER,1,4,Right,GK,M,M,189,74,80,176,0,448,1029,1,High&Average,1994-01-10,2022-11-11,82,53,52,77,15,17,55,18,15,27,74,48,24,16,45,35,21,84,32,51,74,31,27,55,53,25,24,20,21,24,78,75,35,72,22,82.0,82.0,77.0,77.0,74.0,74.0,84.0,84.0,53.0,53.0,52.0,78.0,78.0,True,https://www.futbin.com/23/player/49068
1501,Dominik Livaković,81,Croatia,Croatia,Other,fut23 wc playergold rare,WC,OTHER,1,2,Right,GK,M,M,187,74,79,174,93,450,997,2,High&Average,1995-01-09,2022-11-11,81,58,55,77,11,12,53,9,10,15,72,60,13,11,46,56,12,85,65,30,77,28,19,64,57,21,13,24,20,21,78,61,32,75,26,81.0,81.0,77.0,77.0,72.0,72.0,85.0,85.0,57.0,58.0,55.0,78.0,78.0,True,https://www.futbin.com/23/player/49073
1515,Mark Flekken,81,Netherlands,Netherlands,Netherlands,fut23 wc playergold rare,WC,OTHER,1,4,Right,GK,M,M,195,77,87,192,0,435,867,1,High&Average,1993-06-13,2022-11-11,81,29,37,77,14,16,61,11,14,23,82,43,14,12,39,42,19,83,34,38,79,34,12,39,32,12,11,15,13,20,80,54,28,72,32,81.0,81.0,77.0,77.0,82.0,82.0,83.0,83.0,32.0,29.0,37.0,80.0,80.0,True,https://www.futbin.com/23/player/49087
1524,Agustín Marchesín,81,Argentina,Argentina,Argentina,fut23 wc playergold rare,WC,OTHER,1,3,Right,GK,M,M,188,74,81,179,0,456,1025,1,High&Average,1988-03-16,2022-11-11,82,56,53,79,18,14,57,12,15,14,77,65,18,15,37,34,16,82,65,60,75,20,24,64,55,15,11,22,15,15,81,73,38,59,45,82.0,82.0,79.0,79.0,77.0,77.0,82.0,82.0,55.0,56.0,53.0,81.0,81.0,True,https://www.futbin.com/23/player/49096
